ENSG00000092148.12	Q9ULT8	HECTD1;  KIAA1131	Homo sapiens
ENSG00000092140.14	Q7L622	G2E3;  KIAA1333	Homo sapiens
ENSG00000173064.11	Q9Y4D8	HECTD4;  C12orf51;  KIAA0614	Homo sapiens
ENSG00000104517.12	O95071	UBR5;  EDD;  EDD1;  HYD;  KIAA0896	Homo sapiens
